movieId;title;casts;director;writers;maturity;keywords;popularity;tagline;poster;backdrop;language;description;genres;companies;releaseDate;runtime;trailer;titleImage;dateAdded;views
56;Brave;Kelly Macdonald,Julie Walters,Billy Connolly,Emma Thompson,Kevin McKidd;Brenda Chapman;Mark Andrews,Steve Purcell,Brenda Chapman,Irene Mecchi;PG;Scotland,rebel,bravery,kingdom,archer;125.114374;Change your fate.;https://image.tmdb.org/t/p/w300/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg;https://image.tmdb.org/t/p/original/esIwzihCKlyqT6AjdI3q6WdSi5u.jpg;en;Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.;ANIMATION,ADVENTURE,COMEDY,FAMILY,ACTION;Walt Disney Pictures,Pixar Animation Studios;6-21-2012;1h 36m;video;https://image.tmdb.org/t/p/w500/jVmdUsKemhHi0W0YD4FNLrCg0Hh.png;1-13-2024;546
57;Star Trek Beyond;Chris Pine,Zachary Quinto,Karl Urban,Simon Pegg,Zoe Saldana;Justin Lin;Simon Pegg,Doug Jung;PG-13;sequel,stranded,hatred,space opera;65.352913;Boldly go beyond the final frontier in an epic voyage of discovery.;https://image.tmdb.org/t/p/w300/yOnd3XQIg7JBmu0UuBjZyLdsxQD.jpg;https://image.tmdb.org/t/p/original/m4F1KRK5jAoQHi2mKDFE2jFKEIb.jpg;en;The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.;ACTION,ADVENTURE,SCIENCE_FICTION;Paramount Pictures,Bad Robot,Perfect Storm Entertainment,Alibaba Pictures Group,Skydance Media,Sneaky Shark,Huahua Media;7-7-2016;2h 4m;video;https://image.tmdb.org/t/p/w500/nCsO4ugUR8sURIaMDICvOH0Anzh.png;10-28-2023;657
58;WALL·E;Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,John Ratzenberger;Andrew Stanton;Andrew Stanton,Pete Docter,Jim Reardon;G;romantic comedy;66.390712;An adventure beyond the ordinar-E.;https://image.tmdb.org/t/p/w300/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg;https://image.tmdb.org/t/p/original/fK5ssgvtI43z19FoWigdlqgpLRE.jpg;en;WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.;ANIMATION, FAMILY;Walt Disney Pictures, Pixar Animation Studios, FortyFour Studios;6-22-2008;1h 49m;video;https://image.tmdb.org/t/p/w500/q3c0M5lTIQ2UxvIGM14pyqtx7o4.png;9-1-2023;675
59;Rush Hour 3;Chris Tucker,Jackie Chan,Hiroyuki Sanada,Max von Sydow,Yvan Attal;Brett Ratner;Jeff Nathanson;PG-13;ambassador;22.57178;The Rush Is On!;https://image.tmdb.org/t/p/w300/iXsbAIZezI0gh0dnOnBbeFuG3AO.jpg;https://image.tmdb.org/t/p/original/ozsLB1HRCN6ZAmJN89pWtoiAwnb.jpg;en;After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.;ACTION, COMEDY, CRIME, THRILLER;New Line Cinema;8-8-2007;2h 24m;video;https://image.tmdb.org/t/p/w500/1dQT4Wd3oUA0QHKMy52TVaWHTKC.png;9-8-2023;342
60;2012;John Cusack,Amanda Peet,Chiwetel Ejiofor,Thandie Newton,Oliver Platt;Roland Emmerich;Roland Emmerich, Harald Kloser;PG-13;civilization,natural disaster,end of the world,disaster,apocalypse;45.274225;We Were Warned.;https://image.tmdb.org/t/p/w300/zaqam2RNscH5ooYFWInV6hjx6y5.jpg;https://image.tmdb.org/t/p/original/pvxmYJcgrLiYC6G2IQTn1PPNems.jpg;en;Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build "arks" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.;ACTION,ADVENTURE,SCIENCE_FICTION;Columbia Pictures,Centropolis Entertainment,The Mark Gordon Company,Farewell Productions;10-10-2009;2h 24m;video;https://image.tmdb.org/t/p/w500/lZVeggx2J2yj2V8yHHR2eOSBRi9.png;10-28-2023;433
61;A Christmas Carol;Gary Oldman,Jim Carrey,Steve Valentine,Daryl Sabara,Sage Ryan;Robert Zemeckis;Robert Zemeckis;PG;holiday,based on novel,Victorian England,money,Christmas Eve;39.744242;Season's Greedings;https://image.tmdb.org/t/p/w300/t41VHjYItCYHBh2hijsTID44cNv.jpg;https://image.tmdb.org/t/p/original/bFntIQxWBwtzYAFc68xF1GKAfiv.jpg;en;Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.;ANIMATION,DRAMA;Walt Disney,ImageMovers;11-4-2009;2h 32m;video;https://image.tmdb.org/t/p/w500/bOGxeKZq25msqyZN0VFy71Bixmg.png;11-5-2023;678
62;Jupiter Ascending;Mila Kunis,Channing Tatum,Sean Bean,Eddie Redmayne,Douglas Booth;Lilly Wachowski;Lana Wachowski,Lilly Wachowski;PG-13;Jupiter,space woman,director,3D,interspecies romance;85.36908;Expand your universe.;https://image.tmdb.org/t/p/w300/xzQ25m9vrdyvpLX74T3B3KB40Ou.jpg;https://image.tmdb.org/t/p/original/dSPuaE2VEvTWP6LoADTL4rKNVkA.jpg;en;In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…;SCIENCE_FICTION,FANTASY,ACTION,ADVENTURE;Village Roadshow Pictures,Dune Entertainment,Anarchos Productions,Warner Bros.;2-4-2015;1h 36m;video;https://image.tmdb.org/t/p/w500/oJUNkCi5s7awMGOAcvtodsFY5RK.png;11-19-2023;543
63;The Legend of Tarzan;Alexander Skarsgård,Margot Robbie,Christoph Waltz,Samuel L. Jackson,Djimon Hounsou;David Yates;Adam Cozad,Craig Brewer;PG-13;Africa,feral child,Tarzan,jungle,animal attack;42.741719;Human. Nature.;https://image.tmdb.org/t/p/w300/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg;https://image.tmdb.org/t/p/original/kv2pCPUewLEcYk1jArn3HmyvSRn.jpg;en;Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.;ACTION,ADVENTURE;Village Roadshow Pictures,Dark Horse Entertainment,Jerry Weintraub Productions,RatPac-Dune Entertainment,Beagle Pug Films,Riche Productions,Village Roadshow Films North America;6-29-2016;1h 34m;video;https://image.tmdb.org/t/p/w500/3DVVlH2jgLroLSjOQ4r07hgINhG.png;11-2-2023;876
64;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;William Moseley,Anna Popplewell,Skandar Keynes,Georgie Henley,Liam Neeson;Andrew Adamson;Ann Peacock,Andrew Adamson,Christopher Markus,Stephen McFeely;PG;saving the world,witch,based on novel,brother-sister relationship,self-sacrifice;67.391328;Evil Has Reigned For 100 Years...;https://image.tmdb.org/t/p/w300/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg;https://image.tmdb.org/t/p/original/9iRRfMZbnpgHDdKi2lczGGYZXDo.jpg;en;Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.;ADVENTURE,FAMILY,FANTASY;Walt Disney,Walden Media;12-7-2005;2h 6m;video;https://image.tmdb.org/t/p/w500/3NiYgbqQVPfTKwG4HWPusfAIPav.png;12-13-2023;465
65;X-Men: Apocalypse;James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,Oscar Isaac;Bryan Singer;Simon Kinberg;PG-13;mutant,supernatural powers,Marvel Comic,superhero,based on comic book;139.272042;Only the strong will survive;https://image.tmdb.org/t/p/w300/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg;https://image.tmdb.org/t/p/original/2ex2beZ4ssMeOduLD0ILzXKCiep.jpg;en;After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.;SCIENCE_FICTION;Twentieth Century Fox Film Corporation,Donners' Company,Marvel Entertainment,Bad Hat Harry Productions,TSG Entertainment,Kinberg Genre;5-18-2016;2h 6m;video;https://image.tmdb.org/t/p/w500/rvVpfnBzNUL3xiFQxyndjDXPJsO.png;12-14-2023;768
66;The Dark Knight;Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Maggie Gyllenhaal;Christopher Nolan;Christopher Nolan,Jonathan Nolan;PG-13;DC Comics,crime fighter,secret identity,scarecrow,sadism;187.322927;Why So Serious?;https://image.tmdb.org/t/p/w300/qJ2tW6WMUDux911r6m7haRef0WH.jpg;https://image.tmdb.org/t/p/original/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg;en;Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.;DRAMA,ACTION,CRIME,THRILLER;DC Comics,Legendary Pictures,Warner Bros.,DC Entertainment,Syncopy;7-16-2008;1h 46m;video;https://image.tmdb.org/t/p/w500/nO5Uix3Qr4WjOyU1BMPv0okyNWm.png;12-4-2023;354
67;Up;Ed Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo;Pete Docter;Pete Docter,Bob Peterson;PG;age difference,central and South America,balloon,animation,floating in the air;92.201962;Adventure is out there, even when you least expect it.;https://image.tmdb.org/t/p/original/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg;https://image.tmdb.org/t/p/original/hGGC9gKo7CFE3fW07RA587e5kol.jpg;en;Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.;ANIMATION,COMEDY,FAMILY,ADVENTURE;Pixar Animation Studios;5-13-2009;1h 52m;video;https://image.tmdb.org/t/p/original/xi23eSwoibr5XeuZWBkTIBcA8O2.png;1-13-2024;344
68;Monsters vs Aliens;Seth Rogen,Reese Witherspoon,Hugh Laurie,Paul Rudd,Kiefer Sutherland;Conrad Vernon;Maya Forbes,Wallace Wolodarsky,Rob Letterman,Jonathan Aibel,Glenn Berger;PG;alien,giant robot,during-credits stinger;36.167578;When aliens attack, monsters fight back.;https://image.tmdb.org/t/p/w300/hpHarddVj34j53T7NsoUGdKj4mP.jpg;https://image.tmdb.org/t/p/original/akcFhNdibYAsGUOfUhb5y1rFTet.jpg;en;When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...;ANIMATION,FAMILY,ADVENTURE,SCIENCE_FICTION;DreamWorks Animation;3-19-2009;2h 0m;video;https://image.tmdb.org/t/p/w500/bFFhGw5wmUiCkz1T5PzYugnGV37.png;1-5-2024;245
69;Iron Man;Robert Downey Jr.,Terrence Howard,Jeff Bridges,Shaun Toub,Gwyneth Paltrow;Jon Favreau;Mark Fergus,Hawk Ostby,Art Marcum,Matt Holloway;PG-13;Middle East,arms dealer,Malibu,Marvel Comic,superhero;120.725053;Heroes aren't born. They're built.;https://image.tmdb.org/t/p/w300/78lPtwv72eTNqFW9COBYI0dWDJa.jpg;https://image.tmdb.org/t/p/original/cyecB7godJ6kNHGONFjUyVN9OX5.jpg;en;After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.;ACTION,SCIENCE_FICTION,ADVENTURE;Marvel Studios;4-30-2008;1h 36m;video;https://image.tmdb.org/t/p/w500/f1EpI3C6wd1iv7dCxNi3vU5DAX7.png;12-24-2023;655
